Response,TopicA,PercA,TopicB,PercB,TopicC,PercC,TopicD,PercD,TopicE,PercE,TopicF,PercF,TopicG,PercG,TopicH,PercH
"i have never completed even the initial one. at this point, i am dropping out. and, um, i am not volunteering for this study anymore. uh, when i received the initial one, i was moving from one university across the state to a second university, and i didn't, and it got lost in my paperwork. when i did find it, it was too late, and i did not start it. it wasn't too late, but i did not start it because i didn't have the time starting new university position. and at this point, i have relocated to another job and across the country. and it's i i do not wish to be in this, uh, research study any longer. thank you.",0,0.9942981004714966,,,,,,,,,,,,,,
"i have no desire to exit the study. i have not received information. therefore, i don't know what you're talking about. send the information and i will handle it.",0,0.97673499584198,,,,,,,,,,,,,,
i have no idea.,0,0.07322447001934052,1.0,0.030176324769854546,2.0,0.015848278999328613,3.0,0.7577744722366333,4.0,0.02050148695707321,5.0,0.028667669743299484,6.0,0.03572753071784973,7.0,0.038079746067523956
i have no response for this request.,0,0.04225561022758484,1.0,0.01741272211074829,3.0,0.0142911272123456,4.0,0.011830025352537632,5.0,0.016542179509997368,6.0,0.866550087928772,7.0,0.021973252296447754,,
i have no suggestions.,0,0.07322659343481064,1.0,0.030177200213074684,2.0,0.7488489151000977,3.0,0.024767305701971054,4.0,0.020502083003520966,5.0,0.02866850234568119,6.0,0.035728566348552704,7.0,0.0380808524787426
"i have not been in this study for years, so i don't know why you're contacting me now. she just remove me from your list.",0,0.015700971707701683,2.0,0.9461609721183777,,,,,,,,,,,,
"i have not received an updated survey in quite some time. i submitted the last survey i got, but it was late. i kept postponing it for other reasons, but please send me another survey.",0,0.45727217197418213,6.0,0.5295522809028625,,,,,,,,,,,,
"i have not received the, uh forms. and i would love to, uh, continue because i am have been through doctoral studies and understand the importance of research. so if you could re, uh, send those to my address, which is three 015 brisbane court, spring hill, tennessee 37174 i would be glad to continue my participation in the study.",0,0.5097112655639648,7.0,0.48279890418052673,,,,,,,,,,,,
"i have not received this cps study in recent years. i think i received one, maybe two follow ups, but, uh, there has been nothing that i have seen in my email.",6,0.979463517665863,,,,,,,,,,,,,,
"i have not received. i am. i have moved twice, so i am sure it is lost in the mail.",0,0.765171468257904,1.0,0.19975975155830383,,,,,,,,,,,,
i have only received three surveys in the past and i've answered all three surveys.,0,0.013568688184022903,4.0,0.20097482204437256,6.0,0.7599781155586243,,,,,,,,,,
"i have retired from full time employment, i will have time to complete future surveys.",0,0.011946704238653183,4.0,0.44220593571662903,6.0,0.5234121084213257,,,,,,,,,,
"i have returned the surveys, and i'm not sure why you have not received them.",0,0.9394317269325256,6.0,0.011167770251631737,7.0,0.01190302986651659,,,,,,,,,,
i have stage for lung cancer. did you get that? hello? your pharmacy?,0,0.015700433403253555,5.0,0.9489043951034546,,,,,,,,,,,,
"i have to think about it. um, i wanted to involved i find the questions a bit difficult, um, to reflect back on diet and stuff because i i'm not really sure. like, what time frame? the surveys asking about, um, because the most recent survey, i got, like, halfway through answering it, and it had been sitting on my desk for who knows how long and so i couldn't really say, like, wait, was this supposed to be, like, answering for last year or for this year? or for right now? um, so i was just confused about that. um, what else? i would fill out a new one if i got one. um, it might help me to do it online as, like quicker. um, i also like i have a two year old, so life is just crazy. umm, i don't know if there's any, like, a abbreviated versions. shorter ones. um, yeah. and i also, uh, would benefit from a phone call appointment with somebody to fill it out, just like a person to person. that would, um, that would also, like, be helpful. except for i don't know. you know how they do that? so that it doesn't like influence my answers. all right. uh, thank you so much.",3,0.7325081825256348,5.0,0.26461732387542725,,,,,,,,,,,,
"i have tried to fill out the surveys when received. if i have missed one, i certainly apologize. it was not done on purpose. i value your work done.",0,0.9767372608184814,,,,,,,,,,,,,,
"i have. i have never received any other documents from the study, or i would have filled them out. um, i just wanna make sure my address is correct. it is 2947 okay. boulevard d e v o n o a k boulevard, land o lakes, florida 34638 thank you.",0,0.20853838324546814,1.0,0.7819087505340576,,,,,,,,,,,,
i haven't received any follow up information.,0,0.02970350906252861,1.0,0.012236364185810089,3.0,0.010042740032076836,5.0,0.011624611914157867,6.0,0.9062119126319885,7.0,0.01544116623699665,,,,
"i haven't received any of the surveys. maybe because i've moved a couple of times in the past few years. so if you were able to email me the surveys instead of mailing them to me, that would be more useful, because then i would actually receive the surveys.",6,0.9837061166763306,,,,,,,,,,,,,,
"i haven't received any recent studies from you. i think you've, uh i've moved a couple of times. perhaps use this placed, uh, are you? perhaps you have an older address. my email is m e d. c. peterson at gmail dot com. please continue to send me these studies. i do want to participate.",0,0.367108553647995,1.0,0.3001222014427185,6.0,0.3261520564556122,,,,,,,,,,
"i haven't received the, um forms. i've all the ones i've received i've sent back in.",0,0.9641062617301941,,,,,,,,,,,,,,
"i honestly just forgot to take it. the last one. so, uh, a phone call or a message? um, i don't always check that email that i had years ago. so, um, just a reminder, i guess, to take the survey.",1,0.4664180874824524,4.0,0.5175110697746277,,,,,,,,,,,,
"i just decided not to be a participant, that's all.",0,0.04225638881325722,1.0,0.017413834109902382,2.0,0.8550718426704407,3.0,0.014292038977146149,4.0,0.011830780655145645,5.0,0.016543235629796982,6.0,0.02061726339161396,7.0,0.021974654868245125
i just don't have time to answer such lengthy questionnaire. there's just too much information too much time involved.,0,0.1646725833415985,4.0,0.8100853562355042,,,,,,,,,,,,
"i just don't have time to keep up with the stuff that i already deal with every day, so i'm sorry.",0,0.013567403890192509,2.0,0.9534720778465271,,,,,,,,,,,,
i just don't have time.,0,0.07323375344276428,1.0,0.030174799263477325,2.0,0.015847478061914444,3.0,0.024765335023403168,4.0,0.7535088658332825,5.0,0.028666220605373383,6.0,0.03572572395205498,7.0,0.03807782009243965
"i just felt like when i've gotten the surveys that they've been long and when i opened them up, i just feel like sitting down and completing them just takes time, and that's why i really haven't completed them. i'm a busy person and i don't have enough time as it is. i would like to participate. i feel badly i let it go.",3,0.2755773067474365,5.0,0.4210793077945709,7.0,0.293095201253891,,,,,,,,,,
i just forgot you didn't do anything wrong. i just got sidetracked and i just forgot to do it.,0,0.015700045973062515,3.0,0.9480725526809692,,,,,,,,,,,,
i just forgot. i'm good. i'm so sorry. i forgot to do it.,0,0.02289389632642269,4.0,0.9229463934898376,6.0,0.011167745105922222,7.0,0.011903003789484501,,,,,,,,
i just get busy and forget. so sending me the packets multiple times might be helpful or these phone calls definitely are helpful.,0,0.34339016675949097,3.0,0.6379631161689758,,,,,,,,,,,,
"i just had breast cancer. so to be honest with you, i need to start participating again. so i will go ahead and start participating if you send me the material. thank you.",0,0.9767366647720337,,,,,,,,,,,,,,
i just have not been able to take time to do this study. it's just too lengthy.,0,0.018623746931552887,2.0,0.9361293911933899,,,,,,,,,,,,
"i just have not received the packet. my correct address is 40 martin circle paduka, kentucky 420012 my email is patty p. a t t y b as in boy 1967 at comcast dot net.",1,0.3219645023345947,3.0,0.6630913019180298,,,,,,,,,,,,
"i just have not taken the time to fill out the survey, so i don't really have a good reason.",0,0.44211024045944214,4.0,0.5257930755615234,,,,,,,,,,,,
i just have to receive the information and i will complete it and fill it back.,0,0.9507236480712891,,,,,,,,,,,,,,
i just need a reminder.,0,0.4216246008872986,1.0,0.48398274183273315,3.0,0.014290395192801952,4.0,0.011829419061541557,5.0,0.016541332006454468,6.0,0.02061489038169384,7.0,0.02197212725877762,,
i just need more information.,0,0.8881962299346924,1.0,0.017411720007658005,3.0,0.01429030578583479,4.0,0.011829345487058163,5.0,0.01654122769832611,6.0,0.020614761859178543,7.0,0.021971989423036575,,
"i just need more reminders, preferably text.",0,0.4621577858924866,1.0,0.48669809103012085,6.0,0.011169616132974625,7.0,0.011904997751116753,,,,,,,,
"i just need more time to be able to complete the surveys. maybe if they came more often, but shorter surveys.",6,0.9695518612861633,,,,,,,,,,,,,,
"i just need some studies sent to me, and i'll sell them out. um, that is all i will check with my husband to make sure he's not throwing them away since he gets the mail out of our mailbox. but, um, if you would send me a a study, i will fill it out. thank you.",0,0.6451604962348938,6.0,0.34425005316734314,,,,,,,,,,,,
"i just need the email. uh, study emailed.",0,0.4375629127025604,1.0,0.520834743976593,,,,,,,,,,,,
"i just need the surveys to be sent to me and my address change and you don't have that all updated, but just send them to me and i'll do it. it's fine.",0,0.9641052484512329,,,,,,,,,,,,,,
"i just need to do it. thank you for the reminder. and if you would send it to me again, please.",0,0.6905879378318787,1.0,0.27434656023979187,,,,,,,,,,,,
"i just need to get a copy of, um, the, um the the survey. um, and i'll be glad to fill it out.",0,0.9717718958854675,,,,,,,,,,,,,,
i just need to get the studies.,0,0.921429455280304,1.0,0.012236149981617928,3.0,0.010042564012110233,5.0,0.011624407954514027,6.0,0.014487099833786488,7.0,0.015440896153450012,,,,
"i just need to get the survey sent to me. uh, for some reason, i haven't gotten them.",0,0.9641062021255493,,,,,,,,,,,,,,
i just need to know how to better connect.,0,0.022905675694346428,5.0,0.9254820942878723,6.0,0.011168859899044037,7.0,0.01190419215708971,,,,,,,,
i just need to make time for it.,0,0.029700320214033127,1.0,0.01223616860806942,2.0,0.8981553316116333,3.0,0.010042578913271427,5.0,0.011624425649642944,6.0,0.014487121254205704,7.0,0.015440919436514378,,
i just need to make time to fill out the survey and return it. i apologize for the delay.,0,0.9683957099914551,,,,,,,,,,,,,,
"i just need to receive the document, but i have not received them. also, the phone calls come up as spam on my phone, so i wouldn't necessarily answer any calls.",4,0.6669988632202148,7.0,0.3100019693374634,,,,,,,,,,,,
"i just need to receive the surveys, right?",0,0.6624504923820496,6.0,0.011167732067406178,7.0,0.2888844609260559,,,,,,,,,,
i just plum forgot. i will go back through my emails and see if i can find a link to be able to go fill those out.,6,0.9722345471382141,,,,,,,,,,,,,,
